3071112/112223611123131/1254	112223611123131/3071112/1254
531112/1112381111230123431/5439	1112381111230123431/531112/5439
2111112/1122231111111223131/7305	1122231111111223131/2111112/7305
40711111112/11122222223931/7998	11122222223931/40711111112/7998
44150111112/1235111237123511223331/7724	1235111237123511223331/44150111112/7724
2516111112/122391231122230122234111238111111112222237122223611111223231/0935	122391231122230122234111238111111112222237122223611111223231/2516111112/0935
27111112/1123811111111111122311223431/3937	1123811111111111122311223431/27111112/3937
81112/1123831/5512	1123831/81112/5512
93266111111111112/1122233122223231/0545	1122233122223231/93266111111111112/0545
338211111112/123431/6860	123431/338211111112/6860
99111112/11123211123931/1576	11123211123931/99111112/1576
52474931112/122222223631/2677	122222223631/52474931112/2677
451112/1122331111112223912223931/2078	1122331111112223912223931/451112/2078
111111112/1222236122223511111112239112223112222231111122351123531/2393	1222236122223511111112239112223112222231111122351123531/111111112/2393
211112/1111222361111111223231/4124	1111222361111111223231/211112/4124
3401112/122222234123931/8879	122222234123931/3401112/8879
471112/11223631/2362	11223631/471112/2362
84111112/1234111223631/2863	1234111223631/84111112/2863
17635781112/11111222331111111111222236111112239111237111222223611223631/4236	11111222331111111111222236111112239111237111222223611223631/17635781112/4236
1936050111112/123812223331/8186	123812223331/1936050111112/8186
2711111112/1123731/2403	1123731/2711111112/2403
971111111112/11111123031/9672	11111123031/971111111112/9672
7111112/123711111111111123231/4964	123711111111111123231/7111112/4964
4011111112/111222233111222331123731/7448	111222233111222331123731/4011111112/7448
11111111111111112/11223031/7966	11223031/11111111111111112/7966
6927992990908571112/11111123631/5077	11111123631/6927992990908571112/5077
9011111112/1123731/4736	1123731/9011111112/4736
61112/1111123112223211112222341122238123731/0730	1111123112223211112222341122238123731/61112/0730
21111111112/12223412222231123231/9559	12223412222231123231/21111111112/9559
0111112/123131/3877	123131/0111112/3877
51112/11111122223331/8367	11111122223331/51112/8367
311111112/112235123431/5321	112235123431/311111112/5321
9111112/12231112222235112222223231/0474	12231112222235112222223231/9111112/0474
221112/111222223331/0874	111222223331/221112/0874
71112/1112239122223531/0498	1112239122223531/71112/0498
01421111111111111112/1223931/3608	1223931/01421111111111111112/3608
611111112/112223831/9422	112223831/611111112/9422
09111112/112223831/2983	112223831/09111112/2983
51112/1111223331/3575	1111223331/51112/3575
54501111111111111111111112/11122301111223331/1763	11122301111223331/54501111111111111111111112/1763
757864111112/111122223231/8228	111122223231/757864111112/8228
301111111112/112222222223531/8674	112222222223531/301111111112/8674
111111112/11222232111233123431/7422	11222232111233123431/111111112/7422
0901112/123431/0893	123431/0901112/0893
71112/112301236111111112223231/6872	112301236111111112223231/71112/6872
7101112/111111222311111123511112331123131/7023	111111222311111123511112331123131/7101112/7023
9121111111112/122222238111122391111236112223931/0217	122222238111122391111236112223931/9121111111112/0217
0511111112/1122223531/5446	1122223531/0511111112/5446
41112/1123331/4622	1123331/41112/4622
91111111112/12222233111111112391238123431/6974	12222233111111112391238123431/91111111112/6974
0921111111112/11123931/7645	11123931/0921111111112/7645
6311111112/1111223611123511112223131/9339	1111223611123511112223131/6311111112/9339
81111111111111111111112/123931/3219	123931/81111111111111111111112/3219
6192111112/1111230112223911111123931/9168	1111230112223911111123931/6192111112/9168
4111112/1112230112233123431/5432	1112230112233123431/4111112/5432
7111111111112/1112222223431/3830	1112222223431/7111111111112/3830
41112/1233123131/0238	1233123131/41112/0238
8001112/111223031/6556	111223031/8001112/6556
8981111111111111112/1230122238112222222223231/1632	1230122238112222222223231/8981111111111111112/1632
141112/1223212223531/0090	1223212223531/141112/0090
41112/112371222371222222223411122231123231/9973	112371222371222222223411122231123231/41112/9973
7111112/111122222223831/6024	111122222223831/7111112/6024
64111112/1111222223631/3767	1111222223631/64111112/3767
01112/122351123431/5691	122351123431/01112/5691
79224811111112/1232122331223911238111233111122223831/2024	1232122331223911238111233111122223831/79224811111112/2024
721112/11123011111239123731/9835	11123011111239123731/721112/9835
8111112/123731/3887	123731/8111112/3887
0111112/123311111112223611223611111111111223112223912223311222223111123631/2020	123311111112223611223611111111111223112223912223311222223111123631/0111112/2020
307811111112/12230123911123511236111123631/8743	12230123911123511236111123631/307811111112/8743
9921112/1222223711111111122223731/9334	1222223711111111122223731/9921112/9334
41112/1233123431/2904	1233123431/41112/2904
971112/123231/8235	123231/971112/8235
21112/1123931/9895	1123931/21112/9895
9111112/12235123112222231122223331/4790	12235123112222231122223331/9111112/4790
82491112/1111112235111123811111111111123931/2343	1111112235111123811111111111123931/82491112/2343
2111112/12223711222331236111112223731/0423	12223711222331236111112223731/2111112/0423
181112/12223211122222222223331/0310	12223211122222222223331/181112/0310
91112/11233111223412222235123631/3344	11233111223412222235123631/91112/3344
7104111112/1111123931/3506	1111123931/7104111112/3506
2211111111111111111112/111122351122361122371112223031/2148	111122351122361122371112223031/2211111111111111111112/2148
711111111111112/1112223931/9540	1112223931/711111111111112/9540
45971112/1111111112223331/5760	1111111112223331/45971112/5760
10781112/1122222239112235123911122391223011112222311111111223731/7017	1122222239112235123911122391223011112222311111111223731/10781112/7017
71112/123831/4011	123831/71112/4011
81112/122223331/5726	122223331/81112/5726
6701112/111234112231123631/7961	111234112231123631/6701112/7961
9091112/122222238112223112301223031/8489	122222238112223112301223031/9091112/8489
21596353111112/12223031/0402	12223031/21596353111112/0402
06987191111111112/1223431/5799	1223431/06987191111111112/5799
53091112/1223631/7546	1223631/53091112/7546
202111111111111111112/1123431/4026	1123431/202111111111111111112/4026
61112/123231/1235	123231/61112/1235
9231112/111123031/9791	111123031/9231112/9791
51112/12231111223611111123531/2356	12231111223611111123531/51112/2356
291111111112/1223531/3493	1223531/291111111112/3493
2321112/1123231/1512	1123231/2321112/1512
0111112/11123531/8432	11123531/0111112/8432
011111111111112/11222391112381112331122222311222341223612381223731/3668	11222391112381112331122222311222341223612381223731/011111111111112/3668
7111111111111111111111112/1122223831/3148	1122223831/7111111111111111111111112/3148
311112/1111222351222230122223112321223531/4492	1111222351222230122223112321223531/311112/4492
18481112/112233111223131/1057	112233111223131/18481112/1057
91112/1111123631/1678	1111123631/91112/1678
711111112/1112232112222223231/8124	1112232112222223231/711111112/8124
714660141111111112/11111123331/1467	11111123331/714660141111111112/1467
11112/11122223511111122223331/6414	11122223511111122223331/11112/6414
41111111112/111223931/3306	111223931/41111111112/3306
2060661111111112/11112239111123631/5374	11112239111123631/2060661111111112/5374
031411111112/111111222223531/6261	111111222223531/031411111112/6261
633651112/111123131/8385	111123131/633651112/8385
0111112/112301111112391223931/9442	112301111112391223931/0111112/9442
1021111111112/12223412361122371239122223831/8780	12223412361122371239122223831/1021111111112/8780
55661112/111111123012361222236111223631/0927	111111123012361222236111223631/55661112/0927
102111111111112/11123331/1365	11123331/102111111111112/1365
3111112/11111122223012223031/5570	11111122223012223031/3111112/5570
3171112/11111112301122223012238123311111123231/8437	11111112301122223012238123311111123231/3171112/8437
144111112/123931/2501	123931/144111112/2501
4111111111112/11122222222361111222222223412233111111231123831/0782	11122222222361111222222223412233111111231123831/4111111111112/0782
31112/1233111111235111112223311111111112222301223431/6591	1233111111235111112223311111111112222301223431/31112/6591
35111111111112/1223911237122381222341223011123611223231/8713	1223911237122381222341223011123611223231/35111111111112/8713
01038111112/11111231122223331/2463	11111231122223331/01038111112/2463
21111111112/122222223131/8634	122222223131/21111111112/8634
31112/1223231/9967	1223231/31112/9967
000514381111111112/1111223231/3258	1111223231/000514381111111112/3258
41112/112341223131/9105	112341223131/41112/9105
65581112/123811122222222230111111222311237123731/8045	123811122222222230111111222311237123731/65581112/8045
5509111112/11123831/2297	11123831/5509111112/2297
1111111111112/123431/6749	123431/1111111111112/6749
376111112/11223731/7725	11223731/376111112/7725
766149611111112/123431/2502	123431/766149611111112/2502
98111112/1236123811111112223231/7498	1236123811111112223231/98111112/7498
61112/11112341111123631/2163	11112341111123631/61112/2163
464101112/11123531/3684	11123531/464101112/3684
611111112/11111223111123831/1908	11111223111123831/611111112/1908
9111111111111111111111112/1222341223631/2915	1222341223631/9111111111111111111111112/2915
041112/122311122351123211238123812222223331/5860	122311122351123211238123812222223331/041112/5860
02111112/12381123231/4450	12381123231/02111112/4450
89111112/122361223231/5277	122361223231/89111112/5277
6111112/1222321123031/6237	1222321123031/6111112/6237
87111112/111223731/1587	111223731/87111112/1587
661112/1223531/7225	1223531/661112/7225
411111112/1223212223931/3430	1223212223931/411111112/3430
6111112/1122311223111223331/1327	1122311223111223331/6111112/1327
9111112/122236112223731/3102	122236112223731/9111112/3102
91111111112/123231/5951	123231/91111111112/5951
048111112/111123331/1662	111123331/048111112/1662
8951111111112/1111123431/4679	1111123431/8951111111112/4679
081111111111111112/1112239122235111235112223531/5860	1112239122235111235112223531/081111111111111112/5860
91112/1223711111223211122222223611222223231/4979	1223711111223211122222223611222223231/91112/4979
7111112/1111111123231/8279	1111111123231/7111112/8279
3111112/1223412222311222233123831/1968	1223412222311222233123831/3111112/1968
9111111111112/112222301122301111123231/6956	112222301122301111123231/9111111111112/6956
1111112/11123412223311122237111112351222223612223311233122223111112361112321111222232111123931/8469	11123412223311122237111112351222223612223311233122223111112361112321111222232111123931/1111112/8469
8131111111112/123231/0727	123231/8131111111112/0727
67111112/11230111122237111111111222222331123611235111122222222222301222232111111111111112223012222235123911223731/4347	11230111122237111111111222222331123611235111122222222222301222232111111111111112223012222235123911223731/67111112/4347
40911111111111112/1223131/9815	1223131/40911111111111112/9815
0111111111112/122230111111222361112236123611232112236123431/3002	122230111111222361112236123611232112236123431/0111111111112/3002
479911111112/1223331/2544	1223331/479911111112/2544
61112/1112223231/7059	1112223231/61112/7059
445591112/1122311123231/9425	1122311123231/445591112/9425
81112/1111222222222223831/1144	1111222222222223831/81112/1144
21112/1232122341223531/5401	1232122341223531/21112/5401
891112/112238111223711111111223331/6118	112238111223711111111223331/891112/6118
61111111111111112/11123631/5490	11123631/61111111111111112/5490
4411111111112/1111111111112321223911112223231/4598	1111111111112321223911112223231/4411111111112/4598
8812111112/123231/5273	123231/8812111112/5273
4417111112/12223731/3711	12223731/4417111112/3711
99111112/111223831/1019	111223831/99111112/1019
711111112/1111236122222223631/6931	1111236122222223631/711111112/6931
91441111111112/11122233122233122238112239122222301111223631/1640	11122233122233122238112239122222301111223631/91441111111112/1640
814111112/123131/2708	123131/814111112/2708
741112/122223931/5454	122223931/741112/5454
1111111111112/12222223331/4353	12222223331/1111111111112/4353
51111111111111112/111239123211236112222223331/5046	111239123211236112222223331/51111111111111112/5046
2731111111112/1122234112223011239123731/1437	1122234112223011239123731/2731111111112/1437
